page_url,image_url,author,title,annotation
https://www.biblio-globus.ru//product/10645530,https://static1.bgshop.ru/imagehandler.ashx?filename=10645530.jpg&width=400, Высоцкий В.С.,Если друг оказался вдруг...,"В этот сборник вошли произведения Высоцкого, относящиеся к самым разным темам, стилям и направлениям его многогранного творчества: от язвительных сатир на безобразие реального мира – до колоритных стилизаций под «блатной фольклор», от надрывной военной лирики – до раздирающей душу лирики любовной.ХарактеристикиМесто издания:МоскваСерия:Лучшая мировая классикаВысота, см.:20,5Ширина, см:13Толщина, см:3Вес в граммах:325Возрастная категория:16+"
https://www.biblio-globus.ru//product/10644323,https://static1.bgshop.ru/imagehandler.ashx?filename=10644323.jpg&width=400, Гёте И.В.,Фауст,"Доктор Иоганн Фауст – личность не только легендарная, но и историческая: ученый врач или маг-чернокнижник, шарлатан и плут, живший в 16 веке в Германии (за давностью лет подробности его биографии остаются неизвестными). Остались записи о загадочной смерти Фауста, якобы убитого демоном Мефистофелем. Под пером Иоганна Вольфганга Гёте средневековая легенда превратилась в великую трагедию о цели человеческого бытия, о поиске смысла жизни.ХарактеристикиМесто издания:МоскваСерия:Яркие страницыВысота, см.:20,7Ширина, см:13,5Толщина, см:2,88Вес в граммах:446Возрастная категория:16+"
https://www.biblio-globus.ru//product/10640430,https://static1.bgshop.ru/imagehandler.ashx?filename=10640430.jpg&width=400, Лондон Дж.,Мартин Иден,"Выдающийся роман Джека Лондона о человеке из низов, простом моряке, добившемся успеха, о поиске места в жизни, муках творчества и муках любви. Герой этого во многом автобиографичного произведения проходит через тяжелые испытания и благодаря упорному труду и необъятной энергии превосходит своих учителей и меняет свою жизнь. Творческий дар становится пропуском Мартину Идену в высший свет. Отныне две цели неотступно стоят перед ним: слава писателя и обладание любимой женщиной. Только мечты непредсказуемы и коварны: неизвестно, когда они сбудутся и принесет ли это долгожданную радость.ХарактеристикиМесто издания:МоскваСерия:Яркие страницыВысота, см.:20,7Ширина, см:13,4Толщина, см:2,33Вес в граммах:391Возрастная категория:16+"
https://www.biblio-globus.ru//product/10640492,https://static1.bgshop.ru/imagehandler.ashx?filename=10640492.jpg&width=400, Чехов А.П.,Сущая правда. Избранное,"В этой книге собраны такие известные рассказы А.П. Чехова, как ""Дом с мезонином"", ""Человек в футляре"", ""Дама с собачкой"", ""Хамелеон"", ""Ионыч"" и т.д., повесть ""Палата № 6"", а также пьеса ""Вишневый сад"". В произведениях Чехова всегда ощутим внутренний сюжет, связанный с угасаниеми или, наоборот, пробуждением человека. Проявляется он не во внешней интриге, не в эффектных поворотах действия, в этих рассказах и повестях мы не найдем призыва к революции, но всем своим повествованием они зовут читателя к новой жизни, утверждают: жить по-старому невозможно.ХарактеристикиДополнительные сведения:Под ред. Е.Е. ФедотовойМесто издания:МоскваСерия:(Классики и современники).Высота, см.:14Ширина, см:21Толщина, см:2Вес в граммах:410"
https://www.biblio-globus.ru//product/10637027,https://static1.bgshop.ru/imagehandler.ashx?filename=10637027.jpg&width=400, Булгаков  М.А.,Белая гвардия,"«Белая гвардия» – роман автобиографический и одновременно захватывающее повествование о судьбе интеллигенции в России после революции 1918 года, роман о социальной катастрофе, о насилии одного слоя населения над всеми другими, о беспорядочном отступлении войск Петлюры под натиском красных. Об исчезновении целого уклада жизни, которого никогда не будет.
«…Это были времена легендарные, те времена, когда в садах самого прекрасного города нашей родины жило беспечальное юное поколение. Тогда-то  в сердцах этого поколения родилась уверенность, что вся  жизнь пройдет в белом  цвете, тихо, спокойно: зори, закаты, Днепр, Крещатик, солнечные улицы летом, а зимой -  не холодный, не жесткий – крупный, ласковый снег…
    …И вышло совершенно наоборот.
  Легендарные времена оборвались, и внезапно и грозно наступила история». 
М. БулгаковХарактеристикиМесто издания:МоскваСерия:Подарочные издания. Коллекция классики. Собери картинку на корешкеВысота, см.:18,5Ширина, см:13Толщина, см:2,5Вес в граммах:342Возрастная категория:16+"
https://www.biblio-globus.ru//product/10633920,https://static1.bgshop.ru/imagehandler.ashx?filename=10633920.jpg&width=400, Толстой  Л.Н.,Война и мир. Том 3,"Самый известный во всем мире роман  Льва Толстого ""Война и мир"" вот уже третье столетие заставляет  читателей сопереживать  героям произведения. Роман о русской душе, о русском укладе жизни, вечных вопросах, которые приходится решать каждому человеку наедине с собой.ХарактеристикиМесто издания:МоскваСерия:Яркие страницыВысота, см.:21Ширина, см:13,2Толщина, см:2,64Вес в граммах:424Возрастная категория:16+"
https://www.biblio-globus.ru//product/10634524,https://static1.bgshop.ru/imagehandler.ashx?filename=10634524.jpg&width=400, Сартр Ж. П.,Ставок больше нет,"Роман-пьеса «Ставок больше нет» был написан Сартром еще в 1943 году, но опубликован только по окончании войны, в 1947 году. 
В длинной очереди в кабинет, где решаются в загробном мире посмертные судьбы, сталкиваются двое – прекрасная женщина, отравленная мужем ради наследства, и молодой революционер, застреленный предателем.  Сталкиваются, начинают говорить, чтобы избавиться от скуки ожидания, и… успевают полюбить друг друга настолько сильно, что неожиданно получают второй шанс на возвращение в мир живых, ведь в бумаги «небесной бюрократии» вкралась ошибка – эти двое, предназначенные друг для друга, так и не встретились при жизни. 
Но есть условие – за одни лишь сутки влюбленные должны найти друг друга на земле, иначе они вернутся в загробный мир уже навеки…ХарактеристикиДополнительные сведения:[перевод с французского Т. Чугуновой].Место издания:МоскваСерия:(Эксклюзивная классика).Высота, см.:18Ширина, см:11,5Толщина, см:1,4Вес в граммах:115Возрастная категория:16+"
https://www.biblio-globus.ru//product/10631586,https://static1.bgshop.ru/imagehandler.ashx?filename=10631586.jpg&width=400, Гауф В.,Нищенка с моста искусств,"За почти два столетия, прошедшие после смерти великого немецкого писателя Вильгельма Гауфа (1802-1827), мы сроднились с такими героями его сказок, как Маленький Мук, Калиф-аист, Карлик Нос. 
В сборнике новелл Гауфа ""Нищенка с Моста Искусств"" кипят сильные страсти, будоражат воображение роковые тайны, произведения литературы и искусства оказывают огромное влияние на реальную жизнь. Необыкновенная любовь героев новеллы ""Нищенка с Моста Искусств"" в конце концов заканчивается счастливым их соединением; давно забытые дрязги между тевтонцами и поляками за земли древней Пруссии послужили основой для новеллы ""Последние рыцари Мариенбурга""; исторически проигравший император Наполеон стал притчей во языцех в спорах персонажей новеллы ""Портрет императора"". А в ""Фантазиях на тему питейного заведения"" автор позволяет себе даже легкое богохульство, превращая апостолов Господа в завсегдатаев кабачка. Один из персонажей Гауфа заключает сделку с дьяволом не ради обретения бессмертия, власти над миром или познания конечных истин бытия, а ради того, чтобы… под рукой всегда была выпивка.

""Мне кажется, что и сказки, и новеллы Гауфа... существуют в некотором волшебном пространстве, которое само по себе не требует ни географических, ни топографических признаков.
Это атмосфера чуда. Эта обыкновенность необыкновенного получила продолжение в истории мировой сказки""
Вениамин Каверин

В оформлении обложки использованы фрагменты работ 
художников Л.-Л. Буайи и Ф. НэшаХарактеристикиМесто издания:МоскваСерия:КлассикаВысота, см.:20Ширина, см:13Толщина, см:2Вес в граммах:452"
https://www.biblio-globus.ru//product/10624063,https://static1.bgshop.ru/imagehandler.ashx?filename=10624063.jpg&width=400, Дойл А.К.,Собака Баскервилей. Долина Страха,"В этот сборник вошли два романа Конан Дойла о приключениях бессмертного тандема с Бейкер-стрит, 221-б, – великого сыщика Шерлока Холмса и его друга и ассистента доктора Уотсона.
«Собака Баскервилей» – наверное, самое знаменитое из произведений о Шерлоке Холмсе.  Вот уже второе столетие все новые поколения читателей с неизменным восторгом и увлечением следят за расследованием дела о жестоком преступлении, изощренно замаскированном под таинственную легенду о демонической собаке, которая преследует древний аристократический род  Баскервилей за ужасные деяния одного из его представителей…
«Долина ужаса» – роман, в нашей стране издававшийся довольно редко. Однако в нем  есть особое своеобразие, ведь это едва ли не единственное произведение о Шерлоке Холмсе, написанное на основе реальных событий. 
Итак, в своем поместье убит некий мистер Дуглас – так считает полиция. Холмс же уверен:  жертва – не мистер Дуглас, а человек, собиравшийся с ним расправиться. Но за что? И куда и почему исчез сам хозяин дома?..ХарактеристикиМесто издания:МоскваСерия:Эксклюзивная классикаВысота, см.:18Ширина, см:11,5Толщина, см:2,7Вес в граммах:255Возрастная категория:12+"
https://www.biblio-globus.ru//product/10620965,https://static1.bgshop.ru/imagehandler.ashx?filename=10620965.jpg&width=400, Толстой Л.Н.,Анна Каренина,"""Анна Каренина"", один из самых знаменитых романов Льва Толстого, начинается ставшей афоризмом фразой :""Все счастливые семьи похожи друг на друга, каждая несчастливая семья несчастлива по-своему"". Это книга о вечных ценностях: о любви, о вере, о семье, о человеческом достоинстве.ХарактеристикиМесто издания:МоскваСерия:Яркие страницыВысота, см.:20,7Ширина, см:13,7Толщина, см:4Вес в граммах:638Возрастная категория:16+"
https://www.biblio-globus.ru//product/10620636,https://static1.bgshop.ru/imagehandler.ashx?filename=10620636.jpg&width=400, Булгаков М.А.,Собачье сердце,"В эту книгу вошли три повести Михаила Булгакова, настоящие шедевры его фантасмагорической сатиры: «Роковые яйца», притягивающие своей причудливостью и остроумием, и оказавшие огромное влияние на множество поколений российских читателей, раздерганное на цитаты, блестяще экранизированное Владимиром Бортко «Собачье сердце», а также повесть «Дьяволиада», которую литературоведы считают своеобразным эскизом, или наброском к бессмертному роману «Мастер и Маргарита».ХарактеристикиМесто издания:МоскваСерия:Эксклюзивная классика (Лучшее)Высота, см.:18,7Ширина, см:12,2Толщина, см:2,5Вес в граммах:297Возрастная категория:12+"
https://www.biblio-globus.ru//product/10617399,https://static1.bgshop.ru/imagehandler.ashx?filename=10617399.jpg&width=400, Бунин  И.А.,Грамматика любви,"Рассказы, вошедшие в этот сборник, объединены «главными темами» бунинской прозы — темами, к которым великий писатель возвращался на протяжении всей своей жизни. 
Русская деревня начала ХХ века, с ее нищетой и безнадежностью, — и далекие, экзотические страны, сожженные южным солнцем. Красота  и поэтичность природы — и тайные, темные глубины человеческого разума и сердца. Ну и, конечно же, тема, в которой Бунину не было равных в отечественной литературе и с которой ассоциируется его имя у многих поколений читателей: любовь. Любовь драматичная, трагичная, которая для героев и героинь Бунина, воистину, «крепка как смерть»…ХарактеристикиМесто издания:МоскваСерия:Эксклюзив: Русская классикаВысота, см.:18Ширина, см:11,5Толщина, см:2,3Вес в граммах:230Возрастная категория:16+"
https://www.biblio-globus.ru//product/10615952,https://static1.bgshop.ru/imagehandler.ashx?filename=10615952.jpg&width=400, Салтыков-Щедрин  М.Е.,Сказки,"В этот сборник вошли как самые популярные сказки Салтыкова-Щедрина, хорошо знакомые и детям, и взрослым, так и произведения, практически неизвестные современному широкому читателю – и потому тем более достойные знакомства с ними. Сказки язвительные и сатирические, сказки трогательные и лукавые, сказки притчево-философские. Сказки, бичующие человеческие и общественные пороки и воспевающие доброту и честность.ХарактеристикиМесто издания:МоскваСерия:Эксклюзив: Русская классикаВысота, см.:18Ширина, см:11,5Толщина, см:3Вес в граммах:235Возрастная категория:12+"
https://www.biblio-globus.ru//product/10615687,https://static1.bgshop.ru/imagehandler.ashx?filename=10615687.jpg&width=400, Кронин А.,Звезды смотрят вниз,"Один из лучших романов классика английской литературы! 
 «Звезды смотрят вниз» – это книга о больших социальных проблемах в Англии начала XX века, о тех, кто поддался искушениям, и о тех, кто устоял против них, о тяжелой жизни шахтеров, о борьбе за справедливость, о жадности и жестокости, порождающих смерть и горе. Это роман об истинной любви, о преданности и неверности, о войне, о стремлении следовать собственным идеалам и о лжи ради самовозвышения. Свет и тьма сражаются в каждой строке. А звезды смотрят вниз, где в глубине угольных шахт мерцает истинное Солнце.ХарактеристикиДополнительные сведения:Пер. Абкина М.Место издания:МоскваСерия:Иностранная литература. Большие книгиВысота, см.:22Ширина, см:15Толщина, см:3,1Вес в граммах:700Возрастная категория:16+"
https://www.biblio-globus.ru//product/10612062,https://static1.bgshop.ru/imagehandler.ashx?filename=10612062.jpg&width=400, Берджесс  Э.,Мистер Эндерби: взгляд изнутри,"Первый роман сатирической тетралогии Энтони Бёрджесса о жизни и приключениях поэта-затворника Эндерби, начатой еще в 1963 году и завершенной в 1984-м.

Мистер Эндерби вполне доволен своей жизнью: он пишет стихи в импровизированном кабинете-ванной и ведет нескончаемые споры с домохозяйкой и соседями.
Но все меняется, когда он встречает Весту Бейнбридж, редактора дамского журнала, на вручении ежегодной поэтической премии и оказывается внезапно для себя втянут в романтические отношения…
Однако муза — ревнивая возлюбленная, и она жестоко покарает изменника…ХарактеристикиДополнительные сведения:пер. Комаринец А.Место издания:МоскваСерия:Эксклюзивная классикаВысота, см.:18Ширина, см:11,5Толщина, см:1,6Вес в граммах:199Возрастная категория:16+"
https://www.biblio-globus.ru//product/10606463,https://static1.bgshop.ru/imagehandler.ashx?filename=10606463.jpg&width=400, Кларк  А.Ч.,Конец детства,"«Конец детства» - роман, который Артур Кларк считал одной из своих главных удач.
Книга, послужившая источником вдохновения для сценаристов «Дня Независимости» и «Вавилона-5».

Над крупнейшими мировыми столицами зависают гигантские инопланетные корабли. Представители иного мира – Сверхправители – вынуждают землян к сделке: отныне они станут заботиться о процветании человечества взамен на запрет освоения космоса…
Что же будет с человечеством, отказавшимся от своего стремления в Космос? 
И - сможет ли оно это сделать?ХарактеристикиДополнительные сведения:пер. Галь Н.Место издания:МоскваСерия:Эксклюзивная классикаВысота, см.:18Ширина, см:11,5Толщина, см:1,4Вес в граммах:200Возрастная категория:16+"
https://www.biblio-globus.ru//product/10598326,https://static1.bgshop.ru/imagehandler.ashx?filename=10598326.jpg&width=400, Цвейг С.,Нетерпение сердца. Письмо незнакомки. Звездные часы человечества,"Стефан Цвейг — знаменитый австрийский писатель, критик, автор множества новелл и беллетризованных биографий, внесший заметный вклад в сложную и богатую художественными открытиями литературу ХХ века. «Редким и счастливым соединением таланта глубокого мыслителя с талантом первоклассного художника» назвал Стефана Цвейга друг писателя Максим Горький. В настоящий том наряду со знаменитым романом «Нетерпение сердца» вошли все значительные новеллы автора, а также прославленный сборник исторических миниатюр «Звездные часы человечества».ХарактеристикиДополнительные сведения:Пер. БунинМесто издания:МоскваСерия:Иностранная литература. Большие книгиВысота, см.:22Ширина, см:15Толщина, см:4Вес в граммах:1010Возрастная категория:16+"
https://www.biblio-globus.ru//product/10598617,https://static1.bgshop.ru/imagehandler.ashx?filename=10598617.jpg&width=400, Ремарк  Э.М.,Земля обетованная,"Последний роман Эриха Марии Ремарка. Возможно - самый крупный. Возможно - самый сильный. Возможно - самый трагический.
Судьба немецких эмигрантов в Америке.
Они бежали от фашизма, используя все возможные и невозможные способы и средства. Бежали к последнему бастиону свободы и независимости. Однако Америка почему-то не спешит встретить их с распростертыми объятьями. Беглецов ждет благопристойное и дружелюбное равнодушие обитателей страны, давно забывшей, что такое война и тоталитарный режим. И каждому из эмигрантов предстоит заново строить жизнь там, где им предлагают только одно - рассчитывать исключительно на себя.ХарактеристикиДополнительные сведения:пер. М. РудницкийМесто издания:МоскваСерия:Эксклюзивная классикаВысота, см.:18Ширина, см:11,6Толщина, см:2,6Вес в граммах:310Возрастная категория:16+"
https://www.biblio-globus.ru//product/10589591,https://static1.bgshop.ru/imagehandler.ashx?filename=10589591.jpg&width=400, Булгаков  М.А.,Морфий,"В этот сборник вошли произведения Булгакова, носящие автобиографический характер, — остроумная, ироничная повесть ""Записки на манжетах"", посвященная скитаниям по послереволюционному Кавказу, сложным отношениям с ""красной"" властью и собратьями по перу, мечтам об эмиграции и первым опытам в литературе, и потрясающие ""Записки юного врача"" — почти документальные очерки Булгакова о святом и страшном жребии служителя Гиппократа в нищей, почти средневековой российской провинции начала 1920-х. В книгу включен и ""Морфий"" — пугающе откровенная, мучительная исповедь, послужившая основой для одноименного фильма Алексея Балабанова.ХарактеристикиМесто издания:МоскваСерия:(Эксклюзивная классика).Высота, см.:18Ширина, см:12,2Толщина, см:2Вес в граммах:294Возрастная категория:16+"
https://www.biblio-globus.ru//product/10596632,https://static1.bgshop.ru/imagehandler.ashx?filename=10596632.jpg&width=400, Хемингуэй Э.,По ком звонит колокол,"«По ком звонит колокол» — один из лучших романов Эрнеста Хемингуэя.
Эта книга о гражданской войне в Испании.
Эта книга о Войне, какая она есть на самом деле — грязная, кровавая, бесчеловечная…
Эта книга о любви, мужестве, самопожертвовании, нравственном долге и выборе, ценности каждой человеческой жизни как части единого целого, ибо «никогда не посылай узнать по ком звонит колокол, он звонит и по тебе»…

В СССР роман издавался с серьезными сокращениями и искажениями из-за вмешательства идеологической цензуры и теперь публикуется в полном объеме.ХарактеристикиМесто издания:МоскваСерия:Эксклюзивная классика (Лучшее)Высота, см.:18,5Ширина, см:12Толщина, см:4Вес в граммах:521Возрастная категория:16+"
https://www.biblio-globus.ru//product/10589399,https://static1.bgshop.ru/imagehandler.ashx?filename=10589399.jpg&width=400, Шоу  И.,Молодые львы,"Роман Шоу «Молодые львы» обрел славу едва ли не в момент написания — и продолжает пользоваться заслуженной популярностью в наши дни. “Washington Post” назвал его четвертым в списке лучших американских романов о Второй Мировой войне, а британская “Guardian” включила в число «1000 книг, которые должен прочесть каждый». Трое солдат. Трое мальчишек, брошенных историей по разные стороны окопов большой и страшной войны. Наивный немец Кристиан Дистль, поверивший в сказки Гитлера о «великой судьбе Германии». Издерганный американский еврей Ной Аккерман, вечно терзаемый собственными внутренними демонами. И блестящий богемный интеллектуал-калифорниец Майкл Уайтэкр. 
Трое мальчишек. Три судьбы. И одна на всех огромная война, которая однажды сведет их воедино…ХарактеристикиМесто издания:МоскваСерия:Эксклюзивная классикаВысота, см.:18Ширина, см:11,5Толщина, см:3,1Вес в граммах:406Возрастная категория:16+"
https://www.biblio-globus.ru//product/10589480,https://static1.bgshop.ru/imagehandler.ashx?filename=10589480.jpg&width=400, Айтматов Ч.,Тавро Кассандры: (Из ересей ХХ века),"Чингиз Айтматов - писатель с мировым именем, классик русской и киргизской литературы, лауреат престижнейших премий. Его произведения — «И дольше века длится день…», «Плаха»,«Джамиля», Белый пароход», «Пегий пес, бегущий краем моря» — переведены на десятки языков и давно стали достоянием мировой литературы. В настоящее издание вошел фантастический роман «Тавро Кассандры» — вещь не просто талантливая и значительная, но стоящая особняком в творчестве автора. Обращение к фантастической теме (создание искусственного разума),столь нехарактерное для Айтматова, извилистым путем увлекательного рассказа приводит читателя к извечным темам противостояния природы и человека.ХарактеристикиМесто издания:Санкт-ПетербургСерия:Азбука-классикаВысота, см.:18Ширина, см:12Толщина, см:1,3Вес в граммах:155Возрастная категория:16+"
https://www.biblio-globus.ru//product/10584928,https://static1.bgshop.ru/imagehandler.ashx?filename=10584928.jpg&width=400, Кронин А.,Юные годы. Путь Шеннона,"Романная дилогия шотландского писателя Арчибальда Кронина «Юные годы» (1944) и «Путь Шеннона» (1948) во многом автобиографична. Ранняя смерть родителей вынуждает шестилетнего Роберта Шеннона искать приют в доме родственников, которые начинают соперничать друг с другом за влияние на мальчика. Трудности взросления, конфликты со сверстниками, первая дружба и первое предательство, бедность, принадлежность к католическому религиозному меньшинству и, как следствие, косые взгляды окружающих – все это доведется испытать Роберту в его детские и отроческие годы. Однако, целеустремленный и упорный, он находит в себе силы сохранить верность своим увлечениям и честолюбивым мечтам, вырваться из тесного для него провинциального мирка, осознать свое научное призвание и сделать первые шаги в профессии. Во втором романе дилогии Роберт – молодой амбициозный врач-инфекционист, недавно вернувшийся с войны, работающий в научно-исследовательском институте и стоящий на пороге этапного открытия в области бактериологии – сталкивается с завистью коллег и бюрократическими интригами, и, не умея идти на компромиссы, теряет место и вынужденно становится практикующим врачом, параллельно продолжая свои изыскания. Ему также приходится пройти испытание любовью к красивой и умной Джин Лоу, чье благополучное и обеспеченное будущее, расписанное наперед ее родителями, после встречи с Робертом уже не может быть прежним…ХарактеристикиДополнительные сведения:Пер.с англ. Т. КудрявцевойМесто издания:МоскваСерия:Иностранная литература. Большие книгиВысота, см.:22Ширина, см:15Толщина, см:3,5Вес в граммах:720Возрастная категория:16+"
https://www.biblio-globus.ru//product/10582230,https://static1.bgshop.ru/imagehandler.ashx?filename=10582230.jpg&width=400, Чехов А. П.,Собрание юмористических рассказов,"Всем любителям театра Антон Павлович Чехов известен как талантливый драматург, автор глубоких, мудрых пьес, которые неизменно собирают полные залы во многих странах мира. Однако существует и другой Чехов - блестящий фельетонист, мастер коротких рассказов. Именно с таких остроумных, полных юмора миниатюр и начиналась писательская деятельность Антоши Чехонте. Так внук крепостного крестьянина и будущий классик мировой литературы подписывал свои первые тексты. Он начал писать их еще в Таганрогской гимназии, которую окончил в 1879 году. В том же году Чехов уехал из родного Таганрога и стал студентом медицинского факультета в Московском университете.
В конце этого же 1879 года состоялся и писательский дебют Чехова. Его рассказ ""Письмо к ученому соседу"" был опубликован в еженедельном юмористическом журнале ""Стрекоза"". В последующие годы число таких маленьких шедевров выросло до нескольких сотен. По словам самого писателя в те времена он порой писал по рассказу в день. И хотя ушла в прошлое целая эпоха, в которой живут и действуют герои молодого Чехова, вряд ли в наши дни найдется человек, которого эти веселые миниатюры оставят равнодушным. Данное издание включает более 340 таких юмористических произведений А. П. Чехова. Они публиковались в отечественных журналах в период с 1880 по 1892 г. Граблевская Ольга Венедиктовна, родилась в Санкт-Петербурге, окончила факультет книжной графики института им. И. Е. Репина, член Союза художников России. Оформила более сотни книг. Работы периодически экспонируются на коллективных и персональных выставках. В частности, в 2008 году в Михайловском театре состоялась персональная выставка, посвященная Морису Бежару. В 2014 году в Копенгагене, в Москве, в Пятигорске, в Санкт-Петербурге и др. - персональные выставки, посвященные 200-летнему юбилею М. Ю. Лермонтова. В 2001 году О. Граблевская стала лауреатом Международного конкурса карикатуристов, проходившем в Турции. Ольга Венедиктовна - штатный художник журнала ""Костёр"", сотрудничает со многими петербургскими издательствами. В 2013 году стала победителем Всероссийского конкурса иллюстраторов ""Лермонтов 2014"". В 2014 году пятигорским издательством ""Снег"" выпущен подарочный двухтомник М. Ю. Лермонтова со 150-ю иллюстрациями, выполненными О. Граблевской.ХарактеристикиМесто издания:Санкт-ПетербургСерия:Библиотека мировой литературыВысота, см.:25Ширина, см:18,3Толщина, см:4,5Вес в граммах:1830"
https://www.biblio-globus.ru//product/10580263,https://static1.bgshop.ru/imagehandler.ashx?filename=10580263.jpg&width=400, Булгаков М.А.,Мастер и Маргарита,"Великий и вечный роман писателя претерпел многочисленные запреты к изданию и гонения, не хуже чем судьба романа о Понтии Пилате самого Мастера. Впервые был издан в 1966 году с купюрами в журнальном варианте, а полный текст романа был опубликован только в 80-е годы ХХ века. До официальной публикации распространялся в перепечатанных вручную копиях и сразу приобрел невероятную популярность и любовь читателя. Феерическая сатира на быт и нравы Москвы 30-х годов, пронзительная история любви Мастера и Маргариты и вечная библейская тема борьбы добра со злом, роман о Понтии Пилате внутри романа - таковы далеко не все пласты этого гениального произведения Михаила Булгакова.
Подарочное издание романа с иллюстрациями художника А. Николаева выходит впервые.ХарактеристикиМесто издания:МоскваСерия:(Подарочные издания).Высота, см.:27Ширина, см:21,8Толщина, см:2,3Вес в граммах:1260Возрастная категория:16+"
https://www.biblio-globus.ru//product/10579586,https://static1.bgshop.ru/imagehandler.ashx?filename=10579586.jpg&width=400, Булгаков М.А.,Белая гвардия: избранное,"Михаил Афанасьевич Булгаков (1891–1940) — один из наиболее значительных русских писателей ХХ века. Ему довелось испытать и успех, и опалу, его слова «рукописи не горят» точно передают трагичность целого периода в истории отечественной литературы, они стали метафорой подлинного творчества. Сегодня, когда произведения Булгакова входят в золотой фонд русской классики, даже сложно представить, как долго они шли к читателям, какой жестокой травле подвергался писатель со стороны официальной критики. С конца 1920-х годов его практически перестали печатать, было запрещено издание «Записок на манжетах», переиздание сборника сатирических рассказов «Дьяволиада», изъята рукопись повести «Собачье сердце», прервана публикация романа «Белая гвардия», снимались с репертуара его пьесы — и «Дни Турбиных», и «Бег», и «Зойкина квартира»... Спустя почти столетие все эти произведения пользуются неизменным успехом у читателей, интерес к творчеству Булгакова не ослабевает. Увлекательные сюжеты («фантастика, корнями врастающая в быт»), яркие образы, нравственные проблемы, поднятые до вселенского масштаба, — все это заставляет вновь и вновь возвращаться к прочитанному.ХарактеристикиМесто издания:СПб.:Серия:(Русская литература. Большие книги).Высота, см.:22Ширина, см:15Толщина, см:4Вес в граммах:1007Возрастная категория:12+"
